Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,Education_Level,Card_Category
22.0,4,3.0,9204.0,845,0.092,1820.0,58.0,31.379310344827587,Uneducated,Blue
32.0,5,2.0,14302.0,2097,0.147,1505.0,35.0,43.0,Graduate,Blue
45.0,5,2.0,3187.0,2517,0.79,1627.0,38.0,42.81578947368421,High School,Blue
36.0,6,3.0,12938.0,661,0.051,1282.0,32.0,40.0625,High School,Blue
36.0,3,1.0,21178.0,1796,0.085,1872.0,59.0,31.728813559322035,High School,Blue
36.0,3,2.0,12182.0,1136,0.093,2295.0,63.0,36.42857142857143,Uneducated,Blue
38.0,4,3.0,2888.0,2245,0.777,1111.0,26.0,42.73076923076923,Graduate,Blue
36.0,4,3.0,9172.0,1567,0.171,1836.0,42.0,43.714285714285715,High School,Blue
34.0,5,3.0,14281.0,1519,0.106,1164.0,35.0,33.25714285714286,Uneducated,Blue
25.0,3,3.0,15017.0,1733,0.115,2076.0,58.0,35.793103448275865,Graduate,Blue
43.0,3,1.0,4426.0,1530,0.346,1231.0,34.0,36.205882352941174,Uneducated,Blue
19.0,3,1.0,3238.0,2146,0.663,1501.0,45.0,33.355555555555554,Uneducated,Blue
46.0,5,3.0,14316.0,1081,0.076,1313.0,36.0,36.47222222222222,High School,Blue
41.0,2,2.0,6630.0,916,0.138,882.09,24.0,36.753750000000004,Doctorate,Blue
29.0,6,3.0,2162.0,1377,0.637,1555.0,29.0,53.62068965517241,Uneducated,Blue
42.0,4,2.0,34516.0,1478,0.043,1308.0,41.0,31.902439024390244,Graduate,Blue
31.0,3,3.0,11789.0,1420,0.12,1463.0,32.0,45.71875,Graduate,Blue
39.0,5,2.0,2978.0,2134,0.717,1413.0,46.0,30.717391304347824,Graduate,Blue
40.0,3,3.0,2259.0,954,0.422,1393.0,35.0,39.8,Graduate,Blue
36.0,4,2.0,2372.0,1887,0.796,1852.0,55.0,33.67272727272727,Post-Graduate,Blue
53.0,3,1.0,1438.3,0,0.0,902.0,31.0,29.096774193548388,Post-Graduate,Blue
27.0,5,1.0,3665.0,1725,0.471,1881.0,55.0,34.2,Graduate,Blue
32.0,3,2.0,6158.0,0,0.0,3132.0,66.0,47.45454545454545,Graduate,Blue
22.0,3,3.0,12588.0,2005,0.159,1561.0,26.0,60.03846153846154,College,Blue
34.0,6,2.0,11942.0,1651,0.138,1085.0,29.0,37.41379310344828,Graduate,Blue
18.0,5,1.0,2943.0,1789,0.608,2591.0,55.0,47.10909090909091,Graduate,Blue
30.0,5,2.0,2077.0,1392,0.67,1629.0,36.0,45.25,Graduate,Blue
47.0,4,1.0,6065.0,1728,0.285,1114.0,27.0,41.25925925925926,Graduate,Blue
54.0,5,3.0,3398.0,2341,0.689,1169.0,31.0,37.70967741935484,Unknown,Blue
36.0,3,2.0,4319.0,1151,0.266,1852.0,47.0,39.40425531914894,High School,Blue
39.0,5,2.0,1815.0,740,0.408,1931.0,67.0,28.82089552238806,Unknown,Blue
29.0,6,2.0,1923.0,845,0.439,1670.0,37.0,45.13513513513514,Unknown,Blue
36.0,4,2.0,6929.0,1691,0.244,1388.0,27.0,51.407407407407405,High School,Blue
39.0,3,1.0,4568.0,0,0.0,1431.0,27.0,53.0,Post-Graduate,Blue
31.0,4,2.0,4740.0,1348,0.284,1406.0,23.0,61.130434782608695,Uneducated,Blue
31.0,4,3.0,34516.0,1197,0.035,1594.0,43.0,37.06976744186046,Unknown,Blue
55.0,3,2.0,6099.0,2175,0.357,1319.0,34.0,38.794117647058826,Graduate,Blue
17.0,5,2.0,2803.0,1848,0.659,1968.0,64.0,30.75,Doctorate,Blue
55.0,3,2.0,4234.0,1893,0.447,1439.0,42.0,34.26190476190476,Doctorate,Blue
36.0,5,1.0,3610.0,1629,0.451,1652.0,40.0,41.3,Post-Graduate,Blue
28.0,5,1.0,3172.0,2055,0.648,1939.0,36.0,53.861111111111114,High School,Blue
37.0,5,1.0,34516.0,1797,0.052,1534.0,30.0,51.13333333333333,High School,Gold
32.0,3,2.0,1438.3,0,0.0,1999.0,39.0,51.256410256410255,High School,Blue
30.0,4,2.0,10836.0,1932,0.178,1293.0,31.0,41.70967741935484,Post-Graduate,Silver
36.0,5,2.0,2212.0,1670,0.755,2520.0,51.0,49.411764705882355,High School,Blue
34.0,4,1.0,5176.0,0,0.0,1902.0,56.0,33.964285714285715,Unknown,Blue
21.0,6,4.0,4670.0,0,0.0,2256.0,56.0,40.285714285714285,Graduate,Blue
42.0,4,1.0,10155.0,1805,0.178,1685.0,49.0,34.38775510204081,High School,Blue
46.0,5,3.0,5881.0,2005,0.341,1931.0,56.0,34.482142857142854,Post-Graduate,Blue
36.0,4,3.0,1438.3,0,0.0,1338.0,28.0,47.785714285714285,Post-Graduate,Blue
36.0,6,3.0,2133.0,1469,0.689,1426.0,37.0,38.54054054054054,High School,Blue
48.0,5,3.0,3980.0,930,0.234,4449.0,82.0,54.25609756097561,Graduate,Blue
36.0,4,3.0,1860.0,0,0.0,1731.0,29.0,59.689655172413794,Graduate,Blue
22.0,4,2.0,1631.0,0,0.0,2962.0,57.0,51.96491228070175,College,Blue
36.0,4,3.0,8096.0,1474,0.182,1794.0,41.0,43.75609756097561,Unknown,Blue
29.0,5,1.0,2304.0,1589,0.69,1273.0,36.0,35.361111111111114,College,Blue
31.0,6,3.0,7475.0,1473,0.197,1592.0,30.0,53.06666666666667,Graduate,Blue
55.0,5,3.0,2359.0,1242,0.526,2021.0,50.0,40.42,High School,Blue
34.0,3,1.0,11221.0,1279,0.114,1564.0,45.0,34.75555555555555,Graduate,Blue
26.0,6,3.0,18889.0,1880,0.1,2979.0,55.0,54.163636363636364,Graduate,Blue
48.0,4,3.0,2066.0,1601,0.775,1578.0,41.0,38.48780487804878,College,Blue
30.0,4,1.0,3046.0,2279,0.748,2330.0,69.0,33.768115942028984,High School,Blue
33.0,4,3.0,21006.0,1905,0.091,1856.0,57.0,32.56140350877193,Graduate,Blue
36.0,3,3.0,3664.0,0,0.0,1168.0,31.0,37.67741935483871,Uneducated,Blue
38.0,5,3.0,22332.0,1748,0.078,1318.0,28.0,47.07142857142857,High School,Blue
26.0,6,3.0,3991.0,1982,0.497,1661.0,35.0,47.457142857142856,Graduate,Blue
44.0,3,1.0,5413.0,1836,0.339,1164.0,43.0,27.069767441860463,Uneducated,Blue
28.0,4,1.0,6861.0,1598,0.233,2228.0,39.0,57.12820512820513,Graduate,Blue
28.0,4,2.0,3327.0,0,0.0,1665.0,36.0,46.25,High School,Blue
41.0,4,3.0,7272.0,2037,0.28,2333.0,56.0,41.660714285714285,High School,Blue
55.0,6,1.0,1438.3,680,0.473,2283.0,55.0,41.50909090909091,College,Blue
55.0,4,2.0,12609.0,2517,0.2,2121.0,49.0,43.285714285714285,High School,Silver
47.0,3,3.0,2459.0,1733,0.705,2309.0,62.0,37.24193548387097,College,Blue
24.0,5,2.0,12956.0,0,0.0,2492.0,56.0,44.5,High School,Silver
39.0,3,3.0,7128.0,1560,0.219,1468.0,44.0,33.36363636363637,Graduate,Blue
41.0,6,2.0,18749.0,1314,0.07,1381.0,33.0,41.84848484848485,Unknown,Blue
50.0,3,2.0,4522.0,1861,0.412,1806.0,38.0,47.526315789473685,Doctorate,Blue
27.0,6,1.0,2096.0,1567,0.748,1559.0,49.0,31.816326530612244,High School,Blue
49.0,4,1.0,1906.0,1271,0.667,1343.0,37.0,36.2972972972973,Graduate,Blue
42.0,2,1.0,6214.0,1147,0.185,938.0,35.0,26.8,Graduate,Blue
17.0,3,1.0,1512.0,810,0.536,2558.0,44.0,58.13636363636363,Graduate,Blue
44.0,5,1.0,4088.0,1557,0.381,2250.0,39.0,57.69230769230769,College,Blue
22.0,3,3.0,3637.0,1998,0.549,2161.0,56.0,38.589285714285715,Unknown,Blue
36.0,5,3.0,4596.0,0,0.0,2872.0,62.0,46.32258064516129,Graduate,Blue
43.0,1,3.0,5701.0,2517,0.442,961.0,32.0,30.03125,Uneducated,Blue
32.0,5,5.0,3221.0,0,0.0,1765.0,40.0,44.125,Graduate,Blue
39.0,3,3.0,2210.0,1624,0.735,1287.0,37.0,34.78378378378378,Uneducated,Blue
15.0,6,3.0,1643.0,1101,0.67,2152.0,50.0,43.04,Graduate,Blue
34.0,4,3.0,29543.0,1164,0.039,1015.0,27.0,37.592592592592595,High School,Blue
36.0,6,3.0,2463.0,1751,0.711,2171.0,58.0,37.43103448275862,Graduate,Blue
41.0,5,3.0,1438.3,0,0.0,1501.0,40.0,37.525,Graduate,Blue
36.0,3,3.0,34516.0,1477,0.043,2395.0,50.0,47.9,College,Blue
48.0,6,2.0,2897.0,1601,0.553,1337.0,25.0,53.48,High School,Blue
36.0,4,2.0,5391.0,0,0.0,1971.0,56.0,35.19642857142857,Uneducated,Blue
25.0,3,2.0,23959.0,2517,0.105,1870.0,45.0,41.55555555555556,High School,Blue
25.0,5,2.0,14918.0,2028,0.136,2171.0,35.0,62.02857142857143,High School,Blue
29.0,3,3.0,3590.0,1924,0.536,1472.0,37.0,39.78378378378378,Uneducated,Blue
36.0,6,2.0,1578.0,760,0.482,2017.0,43.0,46.906976744186046,High School,Blue
49.0,4,2.0,2094.0,1560,0.745,1969.0,41.0,48.02439024390244,Uneducated,Blue
36.0,6,3.0,34516.0,1047,0.03,1378.0,30.0,45.93333333333333,Uneducated,Blue
54.0,3,3.0,1438.3,0,0.0,1843.0,49.0,37.61224489795919,College,Blue
53.0,3,3.0,6035.0,1392,0.231,1551.0,32.0,48.46875,Graduate,Blue
32.0,5,1.0,4852.0,1777,0.366,1775.0,55.0,32.27272727272727,Unknown,Blue
27.0,6,3.0,10320.0,1799,0.174,1754.0,45.0,38.977777777777774,High School,Blue
36.0,5,3.0,3329.0,1092,0.328,1978.0,33.0,59.93939393939394,High School,Blue
21.0,3,3.0,6259.0,1063,0.17,1836.0,50.0,36.72,High School,Blue
33.0,6,1.0,33182.0,1997,0.06,1630.0,43.0,37.906976744186046,High School,Silver
16.0,4,5.0,1686.0,1252,0.743,1758.0,42.0,41.857142857142854,Uneducated,Blue
36.0,5,1.0,1726.0,1215,0.704,1712.0,48.0,35.666666666666664,Graduate,Blue
39.0,5,2.0,6648.0,2242,0.337,2089.0,60.0,34.81666666666667,Uneducated,Blue
51.0,3,3.0,1795.0,794,0.442,1834.0,59.0,31.084745762711865,High School,Blue
39.0,4,3.0,2002.0,1248,0.623,1585.0,40.0,39.625,Graduate,Blue
17.0,3,1.0,1438.3,0,0.0,1975.0,40.0,49.375,High School,Blue
29.0,4,1.0,2000.0,0,0.0,1944.0,42.0,46.285714285714285,College,Blue
36.0,4,1.0,9165.0,0,0.0,1846.0,56.0,32.964285714285715,Unknown,Blue
31.0,5,1.0,11583.0,631,0.054,3320.0,55.0,60.36363636363637,Graduate,Silver
25.0,3,3.0,9791.0,1311,0.134,1649.0,59.0,27.949152542372882,Graduate,Blue
24.0,5,2.0,8444.0,1945,0.23,2497.0,74.0,33.74324324324324,Graduate,Blue
30.0,3,4.0,2789.0,1584,0.568,2688.0,60.0,44.8,Graduate,Blue
29.0,5,1.0,8398.0,1892,0.225,1489.0,29.0,51.3448275862069,Graduate,Blue
36.0,6,2.0,4008.0,1636,0.408,1395.0,43.0,32.44186046511628,Graduate,Blue
24.0,5,2.0,3438.0,1129,0.328,2331.0,56.0,41.625,Post-Graduate,Blue
43.0,3,1.0,16692.0,2446,0.147,1288.0,29.0,44.41379310344828,High School,Blue
30.0,5,2.0,13080.0,0,0.0,1999.0,44.0,45.43181818181818,Unknown,Blue
25.0,5,3.0,28822.0,2517,0.087,1504.0,35.0,42.97142857142857,Graduate,Silver
24.0,6,3.0,14632.0,1158,0.079,1399.0,36.0,38.861111111111114,Graduate,Blue
15.0,5,3.0,14853.0,0,0.0,1800.0,41.0,43.90243902439025,Graduate,Blue
17.0,5,1.0,4610.0,0,0.0,2280.0,49.0,46.53061224489796,Unknown,Blue
23.0,3,2.0,5510.0,1604,0.291,1995.0,53.0,37.64150943396226,College,Blue
31.0,5,1.0,7667.0,0,0.0,1501.0,35.0,42.885714285714286,Graduate,Blue
33.0,5,3.0,19995.0,0,0.0,1879.0,34.0,55.26470588235294,Uneducated,Blue
28.0,5,3.0,16049.0,799,0.05,1989.0,33.0,60.27272727272727,Graduate,Blue
28.0,3,4.0,3601.0,1236,0.343,1802.0,34.0,53.0,High School,Blue
29.0,6,3.0,2937.0,869,0.296,2171.0,45.0,48.24444444444445,High School,Blue
26.0,6,1.0,3209.0,2517,0.784,1292.0,37.0,34.91891891891892,Post-Graduate,Blue
36.0,5,2.0,5525.0,2409,0.436,2305.0,33.0,69.84848484848484,High School,Blue
36.0,6,3.0,27157.0,1547,0.057,1535.0,38.0,40.39473684210526,College,Blue
36.0,5,2.0,12830.0,0,0.0,2526.0,54.0,46.77777777777778,Doctorate,Blue
41.0,3,1.0,5530.0,1999,0.361,1766.0,45.0,39.24444444444445,Unknown,Blue
30.0,6,2.0,2684.0,1474,0.549,2346.0,51.0,46.0,Uneducated,Blue
37.0,3,2.0,1963.0,1357,0.691,1861.0,51.0,36.490196078431374,Graduate,Blue
22.0,3,1.0,3023.0,1435,0.475,1920.0,34.0,56.470588235294116,High School,Blue
32.0,5,2.0,4111.0,1233,0.3,1289.0,36.0,35.80555555555556,Unknown,Blue
36.0,3,1.0,1438.3,0,0.0,2144.0,41.0,52.292682926829265,High School,Blue
20.0,4,3.0,5657.0,1792,0.317,1914.0,46.0,41.608695652173914,Graduate,Blue
54.0,5,3.0,11827.0,0,0.0,1395.0,37.0,37.7027027027027,Uneducated,Blue
37.0,4,5.0,3203.0,2076,0.648,1433.0,38.0,37.71052631578947,Graduate,Blue
36.0,3,1.0,34516.0,1540,0.045,2574.0,72.0,35.75,College,Gold
38.0,5,3.0,2472.0,2457,0.9132300000000001,1392.0,33.0,42.18181818181818,Uneducated,Blue
43.0,5,1.0,3410.0,2281,0.669,1296.0,31.0,41.806451612903224,Unknown,Blue
26.0,5,1.0,29961.0,789,0.026,2337.0,69.0,33.869565217391305,Graduate,Blue
35.0,5,3.0,33791.0,0,0.0,1546.0,41.0,37.707317073170735,Uneducated,Silver
36.0,3,3.0,1438.3,0,0.0,2492.0,55.0,45.30909090909091,Graduate,Blue
22.0,1,2.0,1890.0,666,0.352,1483.0,36.0,41.19444444444444,Graduate,Blue
36.0,6,3.0,18386.0,890,0.048,1698.0,43.0,39.48837209302326,Post-Graduate,Blue
42.0,6,1.0,3017.0,786,0.261,1640.0,37.0,44.32432432432432,High School,Blue
20.0,6,3.0,13046.0,1177,0.09,2601.0,52.0,50.01923076923077,Post-Graduate,Blue
46.0,6,1.0,28465.0,0,0.0,1693.0,37.0,45.75675675675676,College,Blue
37.0,4,1.0,2104.0,1267,0.602,1732.0,35.0,49.48571428571429,High School,Blue
37.0,4,1.0,15610.0,2048,0.131,1916.0,58.0,33.03448275862069,Graduate,Blue
32.0,3,2.0,34516.0,1356,0.039,1531.0,48.0,31.895833333333332,Doctorate,Blue
53.0,4,1.0,5462.0,1864,0.341,1523.0,35.0,43.51428571428571,Doctorate,Blue
22.0,4,2.0,4561.0,2029,0.445,1874.0,38.0,49.31578947368421,High School,Blue
15.0,4,2.0,2600.0,1876,0.722,2625.0,45.0,58.333333333333336,Unknown,Blue
37.0,3,1.0,12181.0,1702,0.14,1478.0,33.0,44.78787878787879,High School,Blue
26.0,3,4.0,21927.0,1291,0.059,1946.0,37.0,52.5945945945946,Post-Graduate,Blue
27.0,5,3.0,10029.0,606,0.06,2192.0,58.0,37.793103448275865,Doctorate,Blue
15.0,6,3.0,2347.0,0,0.0,2595.0,56.0,46.339285714285715,College,Blue
36.0,4,1.0,13904.0,625,0.045,3151.0,67.0,47.02985074626866,High School,Blue
43.0,4,2.0,32558.0,2016,0.062,1440.0,37.0,38.91891891891892,Unknown,Blue
44.0,4,1.0,12902.0,1860,0.144,1273.0,33.0,38.57575757575758,Unknown,Blue
36.0,4,1.0,2509.0,1144,0.456,1804.0,38.0,47.473684210526315,Uneducated,Blue
22.0,3,3.0,2484.0,2149,0.865,1200.0,28.0,42.857142857142854,Graduate,Blue
36.0,6,3.0,18102.0,1381,0.076,1486.0,32.0,46.4375,Doctorate,Blue
18.0,4,3.0,4532.0,0,0.0,1885.0,55.0,34.27272727272727,Graduate,Blue
34.0,6,5.0,4489.0,2498,0.556,2153.0,58.0,37.12068965517241,High School,Blue
36.0,4,2.0,19127.0,1880,0.098,1859.0,33.0,56.333333333333336,High School,Blue
37.0,5,2.0,32641.0,1551,0.048,1327.0,30.0,44.233333333333334,College,Blue
47.0,5,3.0,1438.3,847,0.589,1397.0,43.0,32.48837209302326,Uneducated,Blue
31.0,5,2.0,2417.0,1929,0.798,1773.0,42.0,42.214285714285715,Graduate,Blue
50.0,6,2.0,3796.0,2396,0.631,2069.0,54.0,38.31481481481482,Unknown,Blue
46.0,6,1.0,2894.0,2077,0.718,1017.0,25.0,40.68,Graduate,Blue
26.0,2,1.0,16730.0,1956,0.117,1740.0,43.0,40.46511627906977,Post-Graduate,Blue
33.0,4,3.0,3477.0,1875,0.539,1897.0,50.0,37.94,Graduate,Blue
22.0,4,2.0,6361.0,694,0.109,1499.0,31.0,48.354838709677416,High School,Blue
38.0,4,1.0,2461.0,1586,0.644,1729.0,35.0,49.4,Unknown,Blue
38.0,5,2.0,4075.0,1986,0.487,2449.0,27.0,90.70370370370371,Graduate,Blue
36.0,3,2.0,6077.0,1397,0.23,2837.0,74.0,38.33783783783784,Graduate,Blue
53.0,6,1.0,3118.0,1528,0.49,1291.0,24.0,53.791666666666664,College,Blue
37.0,4,3.0,20013.0,922,0.046,1518.0,39.0,38.92307692307692,Graduate,Blue
32.0,6,3.0,9661.0,0,0.0,2825.0,60.0,47.083333333333336,Unknown,Blue
49.0,3,2.0,9926.0,2018,0.203,2235.0,57.0,39.21052631578947,Unknown,Blue
20.0,5,2.0,8592.0,1201,0.14,1842.0,50.0,36.84,Uneducated,Blue
26.0,5,3.0,1910.0,1164,0.609,2028.0,39.0,52.0,Post-Graduate,Blue
36.0,4,3.0,3539.0,2517,0.711,1677.0,45.0,37.266666666666666,Graduate,Blue
36.0,4,3.0,2334.0,707,0.303,1386.0,30.0,46.2,Uneducated,Blue
55.0,5,3.0,1438.3,0,0.0,2249.0,61.0,36.868852459016395,Graduate,Blue
36.0,4,3.0,3454.0,1603,0.464,1575.0,41.0,38.41463414634146,Graduate,Blue
29.0,5,1.0,14315.0,690,0.048,2603.0,56.0,46.482142857142854,Graduate,Blue
46.0,3,3.0,1648.0,997,0.605,1776.0,36.0,49.333333333333336,Uneducated,Blue
15.0,2,2.0,1730.0,1616,0.9132300000000001,882.09,27.0,32.67,High School,Blue
35.0,6,3.0,13768.0,763,0.055,1390.0,44.0,31.59090909090909,High School,Blue
25.0,6,1.0,8673.0,0,0.0,2457.0,58.0,42.36206896551724,Graduate,Blue
45.0,4,2.0,11102.0,1946,0.175,1448.0,36.0,40.22222222222222,Uneducated,Blue
36.0,6,5.0,2786.0,1628,0.584,2853.0,55.0,51.872727272727275,Unknown,Blue
29.0,5,3.0,7535.0,2517,0.334,1655.0,41.0,40.36585365853659,Graduate,Blue
45.0,4,3.0,3380.0,1655,0.49,1636.0,58.0,28.20689655172414,College,Blue
36.0,4,4.0,3337.0,795,0.238,3951.0,68.0,58.10294117647059,High School,Blue
43.0,5,1.0,4450.0,1444,0.324,1326.0,44.0,30.136363636363637,High School,Blue
29.0,4,2.0,4323.0,1267,0.293,3078.0,58.0,53.06896551724138,Uneducated,Blue
18.0,6,3.0,2032.0,1003,0.494,2454.0,46.0,53.34782608695652,Graduate,Blue
39.0,4,1.0,7469.0,1752,0.235,2050.0,46.0,44.56521739130435,College,Blue
21.0,3,1.0,34516.0,907,0.026,2298.0,55.0,41.78181818181818,Uneducated,Silver
44.0,3,3.0,2636.0,2357,0.894,1333.0,34.0,39.205882352941174,Graduate,Blue
32.0,3,3.0,6425.0,915,0.142,2036.0,44.0,46.27272727272727,Graduate,Blue
42.0,3,2.0,4002.0,1669,0.417,2024.0,53.0,38.18867924528302,College,Blue
48.0,4,2.0,4599.0,637,0.139,2608.0,78.0,33.43589743589744,Unknown,Blue
43.0,4,3.0,31258.0,1518,0.049,2866.0,53.0,54.075471698113205,High School,Blue
45.0,5,2.0,2683.0,1671,0.623,1406.0,37.0,38.0,Graduate,Blue
30.0,3,4.0,11638.0,926,0.08,882.09,19.0,46.42578947368421,College,Blue
31.0,5,3.0,2352.0,0,0.0,2344.0,48.0,48.833333333333336,High School,Blue
27.0,5,2.0,34516.0,1568,0.045,2873.0,73.0,39.35616438356164,Graduate,Silver
28.0,5,1.0,4439.0,844,0.19,2858.0,71.0,40.25352112676056,Graduate,Blue
36.0,4,3.0,5344.0,1582,0.296,1984.0,36.0,55.111111111111114,High School,Blue
37.0,6,3.0,27310.0,0,0.0,1537.0,41.0,37.48780487804878,High School,Blue
32.0,3,1.0,7169.0,902,0.126,1438.0,35.0,41.08571428571429,Graduate,Blue
36.0,5,3.0,5399.0,1723,0.319,1292.0,34.0,38.0,Graduate,Blue
21.0,4,1.0,6315.0,1305,0.207,2205.0,43.0,51.27906976744186,Graduate,Blue
34.0,5,4.0,27732.0,1623,0.059,1413.0,31.0,45.58064516129032,Unknown,Blue
52.0,5,3.0,12291.0,2289,0.186,1683.0,50.0,33.66,Uneducated,Blue
47.0,4,2.0,8633.0,2517,0.292,2066.0,51.0,40.509803921568626,Doctorate,Blue
49.0,3,1.0,11374.0,2517,0.221,1088.0,26.0,41.84615384615385,Graduate,Blue
15.0,5,3.0,21691.0,661,0.03,2534.0,51.0,49.68627450980392,Unknown,Blue
27.0,6,2.0,2926.0,1346,0.46,1851.0,48.0,38.5625,Graduate,Blue
35.0,3,3.0,5589.0,1430,0.256,1570.0,31.0,50.645161290322584,Unknown,Blue
33.0,5,3.0,9620.0,2033,0.211,1735.0,43.0,40.348837209302324,Graduate,Blue
15.0,5,3.0,2539.0,2162,0.852,2386.0,47.0,50.765957446808514,High School,Blue
33.0,4,3.0,16059.0,618,0.038,1357.0,26.0,52.19230769230769,Graduate,Blue
55.0,6,3.0,7478.0,0,0.0,2213.0,62.0,35.693548387096776,Graduate,Blue
19.0,5,3.0,2370.0,1699,0.717,2411.0,53.0,45.490566037735846,Uneducated,Blue
36.0,6,1.0,3478.0,2517,0.724,1409.0,49.0,28.755102040816325,Post-Graduate,Blue
32.0,6,2.0,1539.0,989,0.643,1987.0,47.0,42.276595744680854,High School,Blue
44.0,6,3.0,3456.0,2219,0.642,1332.0,24.0,55.5,High School,Blue
16.0,4,3.0,2751.0,1599,0.581,2270.0,44.0,51.59090909090909,College,Blue
44.0,6,3.0,4153.0,0,0.0,1771.0,41.0,43.19512195121951,High School,Blue
49.0,4,1.0,8902.0,1932,0.217,969.0,29.0,33.41379310344828,Graduate,Blue
26.0,4,2.0,23622.0,1153,0.049,2574.0,65.0,39.6,Uneducated,Blue
40.0,6,3.0,3326.0,1442,0.434,1627.0,54.0,30.12962962962963,Uneducated,Blue
28.0,3,3.0,7049.0,0,0.0,1475.0,27.0,54.629629629629626,Uneducated,Blue
30.0,5,1.0,15936.0,827,0.052,2477.0,49.0,50.55102040816327,College,Blue
19.0,5,4.0,2926.0,0,0.0,2775.0,74.0,37.5,Uneducated,Blue
36.0,5,3.0,7558.0,1364,0.18,3676.0,67.0,54.865671641791046,Unknown,Blue
46.0,6,1.0,5381.0,0,0.0,1910.0,38.0,50.26315789473684,High School,Blue
55.0,5,1.0,2661.0,1466,0.551,1354.0,25.0,54.16,High School,Blue
42.0,4,1.0,8329.0,877,0.105,1570.0,56.0,28.035714285714285,Unknown,Blue
36.0,5,3.0,4134.0,1130,0.273,2475.0,52.0,47.59615384615385,Post-Graduate,Blue
53.0,3,2.0,9055.0,1560,0.172,1755.0,45.0,39.0,Doctorate,Blue
28.0,4,3.0,3478.0,0,0.0,2133.0,54.0,39.5,Graduate,Blue
35.0,5,1.0,10357.0,0,0.0,911.0,25.0,36.44,Post-Graduate,Silver
36.0,6,2.0,3586.0,1414,0.394,2780.0,57.0,48.771929824561404,High School,Blue
28.0,3,1.0,4646.0,1680,0.362,2234.0,35.0,63.82857142857143,Unknown,Blue
55.0,3,3.0,3422.0,0,0.0,1973.0,59.0,33.440677966101696,Graduate,Blue
28.0,3,2.0,4365.0,0,0.0,1720.0,40.0,43.0,Graduate,Blue
33.0,1,4.0,32938.0,2089,0.063,1137.0,26.0,43.73076923076923,Uneducated,Blue
55.0,3,5.0,6184.0,0,0.0,1712.0,27.0,63.407407407407405,Graduate,Blue
29.0,6,3.0,2029.0,1190,0.586,1802.0,40.0,45.05,Unknown,Blue
17.0,6,3.0,16659.0,0,0.0,2551.0,74.0,34.472972972972975,Graduate,Silver
46.0,4,2.0,2203.0,1394,0.633,1788.0,45.0,39.733333333333334,Graduate,Blue
36.0,4,3.0,2584.0,0,0.0,1843.0,28.0,65.82142857142857,Post-Graduate,Blue
26.0,4,1.0,2037.0,0,0.0,2563.0,64.0,40.046875,Unknown,Blue
31.0,6,1.0,2014.0,896,0.445,2460.0,52.0,47.30769230769231,Unknown,Blue
34.0,3,4.0,1818.0,0,0.0,2054.0,55.0,37.345454545454544,High School,Blue
41.0,3,3.0,16033.0,560,0.035,1158.0,31.0,37.354838709677416,Graduate,Blue
54.0,5,3.0,3213.0,2517,0.783,1855.0,39.0,47.56410256410256,Graduate,Blue
26.0,5,1.0,3616.0,0,0.0,3133.0,72.0,43.513888888888886,High School,Blue
49.0,5,2.0,1479.0,601,0.406,1621.0,32.0,50.65625,Post-Graduate,Blue
15.0,4,4.0,2237.0,451,0.202,2192.0,36.0,60.888888888888886,Uneducated,Blue
45.0,4,3.0,13126.0,2086,0.159,1836.0,37.0,49.62162162162162,Graduate,Blue
36.0,3,1.0,2159.0,1004,0.465,1353.0,30.0,45.1,Unknown,Blue
27.0,3,3.0,6338.0,2379,0.375,1715.0,39.0,43.97435897435897,College,Blue
20.0,3,3.0,8260.0,2077,0.251,2323.0,47.0,49.42553191489362,Graduate,Blue
35.0,5,1.0,3864.0,1901,0.492,1018.0,32.0,31.8125,High School,Blue
27.0,3,3.0,22382.0,0,0.0,882.09,19.0,46.42578947368421,High School,Blue
53.0,6,1.0,2675.0,2517,0.9132300000000001,1959.0,56.0,34.982142857142854,Graduate,Blue
36.0,5,2.0,3421.0,2308,0.675,2269.0,39.0,58.17948717948718,Uneducated,Blue
51.0,4,2.0,6922.0,1704,0.246,1449.0,28.0,51.75,High School,Blue
34.0,4,3.0,2594.0,0,0.0,1457.0,43.0,33.883720930232556,Graduate,Blue
24.0,5,2.0,16915.0,1679,0.099,2795.0,55.0,50.81818181818182,High School,Blue
15.0,6,2.0,1473.0,0,0.0,2099.0,39.0,53.82051282051282,High School,Blue
17.0,5,3.0,4631.0,1991,0.43,2864.0,37.0,77.4054054054054,College,Blue
36.0,5,3.0,2253.0,1375,0.61,1324.0,38.0,34.8421052631579,Uneducated,Blue
15.0,6,3.0,3544.0,0,0.0,2435.0,63.0,38.65079365079365,Unknown,Blue
19.0,3,3.0,3480.0,0,0.0,2744.0,75.0,36.586666666666666,High School,Blue
36.0,6,2.0,34516.0,933,0.027,1804.0,32.0,56.375,Graduate,Blue
32.0,3,2.0,34516.0,2098,0.061,3093.0,66.0,46.86363636363637,Unknown,Silver
36.0,6,3.0,8500.0,2517,0.296,1618.0,37.0,43.729729729729726,High School,Blue
26.0,6,3.0,15755.0,1410,0.089,2061.0,61.0,33.78688524590164,College,Blue
30.0,2,4.0,13662.0,0,0.0,882.09,22.0,40.095,Graduate,Blue
